,Unnamed: 0,content,final_text,token,stop_review,stem_review,prepos_text,polarity_score,polarity
60,68, ppn  untuk menciptakan lapangan kerja baru ,ppn untuk menciptakan lapangan kerja baru,"['ppn', 'menciptakan', 'lapangan', 'kerja']","['ppn', 'menciptakan', 'lapangan', 'kerja']",ppn cipta lapang kerja,"['ppn', 'cipta', 'lapang', 'kerja']",5,1
61,70, sepertinya para rakyat jelatah akan  siksa lagi setelah ppn jadi  semakin jauh dari kemakmuran hidup  negara  presiden  manut firaun solo tinggal menunggu keadilan tuhan ajh lah sedih oohh sedih ,sepertinya para rakyat jelatah akan siksa lagi setelah ppn jadi semakin jauh dari kemakmuran hidup negara presiden manut firaun solo tinggal menunggu keadilan tuhan saja lah sedih oohh sedih,"['rakyat', 'jelatah', 'siksa', 'ppn', 'kemakmuran', 'hidup', 'negara', 'presiden', 'manut', 'firaun', 'solo', 'tinggal', 'menunggu', 'keadilan', 'tuhan', 'sedih', 'oohh', 'sedih']","['rakyat', 'jelatah', 'siksa', 'ppn', 'kemakmuran', 'hidup', 'negara', 'presiden', 'manut', 'firaun', 'solo', 'tinggal', 'menunggu', 'keadilan', 'tuhan', 'sedih', 'oohh', 'sedih']",rakyat jela siksa ppn makmur hidup negara presiden manut firaun solo tinggal tunggu adil tuhan sedih oohh sedih,"['rakyat', 'jela', 'siksa', 'ppn', 'makmur', 'hidup', 'negara', 'presiden', 'manut', 'firaun', 'solo', 'tinggal', 'tunggu', 'adil', 'tuhan', 'sedih', 'oohh', 'sedih']",-7,0
62,71, ppn  membantu pengelolaan limbah yang lebih baik ,ppn membantu pengelolaan limbah yang lebih baik,"['ppn', 'membantu', 'pengelolaan', 'limbah']","['ppn', 'membantu', 'pengelolaan', 'limbah']",ppn bantu kelola limbah,"['ppn', 'bantu', 'kelola', 'limbah']",-1,0
63,74, ppn  membantu menciptakan ekosistem startup yang sehat ,ppn membantu menciptakan ekosistem startup yang sehat,"['ppn', 'membantu', 'menciptakan', 'ekosistem', 'startup', 'sehat']","['ppn', 'membantu', 'menciptakan', 'ekosistem', 'startup', 'sehat']",ppn bantu cipta ekosistem startup sehat,"['ppn', 'bantu', 'cipta', 'ekosistem', 'startup', 'sehat']",2,1
64,75,usai naikkan ppn jadi  prabowo masih sesumbar tak ada niat persulit hidup rakyat ,usai naikkan ppn jadi prabowo masih sesumbar tidak ada niat persulit hidup rakyat,"['naikkan', 'ppn', 'prabowo', 'sesumbar', 'niat', 'persulit', 'hidup', 'rakyat']","['naikkan', 'ppn', 'prabowo', 'sesumbar', 'niat', 'persulit', 'hidup', 'rakyat']",naik ppn prabowo sesumbar niat sulit hidup rakyat,"['naik', 'ppn', 'prabowo', 'sesumbar', 'niat', 'sulit', 'hidup', 'rakyat']",-1,0
65,76, ppn naik   bikin ketawa  kak ketawa nangis anyway  blm kesampain icip ini yah semoga dapet mumpung luntang lantung nih ,ppn naik bikin ketawa kak ketawa nangis anyway belum kesampain icip ini ya semoga dapat mumpung luntang lantung nih,"['ppn', 'bikin', 'ketawa', 'kak', 'ketawa', 'nangis', 'anyway', 'kesampain', 'icip', 'ya', 'semoga', 'mumpung', 'luntang', 'lantung', 'nih']","['ppn', 'bikin', 'ketawa', 'kak', 'ketawa', 'nangis', 'anyway', 'kesampain', 'icip', 'ya', 'semoga', 'mumpung', 'luntang', 'lantung', 'nih']",ppn bikin ketawa kak ketawa nang anyway kesampain icip ya moga mumpung luntang lantung nih,"['ppn', 'bikin', 'ketawa', 'kak', 'ketawa', 'nang', 'anyway', 'kesampain', 'icip', 'ya', 'moga', 'mumpung', 'luntang', 'lantung', 'nih']",7,1
66,78, dia sebenarnya gak kesurupan setan tapi kesurupan ppn  ,dia sebenarnya tidak kesurupan setan tapi kesurupan ppn,"['kesurupan', 'setan', 'kesurupan', 'ppn']","['kesurupan', 'setan', 'kesurupan', 'ppn']",surup setan surup ppn,"['surup', 'setan', 'surup', 'ppn']",-14,0
67,79,rotinya kena ppn  ,rotinya kena ppn,"['rotinya', 'kena', 'ppn']","['rotinya', 'kena', 'ppn']",roti kena ppn,"['roti', 'kena', 'ppn']",-3,0
68,80,hmi mpo  indonesia menolak kenaikan ppn  ,hmi mbak indonesia menolak kenaikan ppn,"['hmi', 'mbak', 'indonesia', 'menolak', 'kenaikan', 'ppn']","['hmi', 'mbak', 'indonesia', 'menolak', 'kenaikan', 'ppn']",hmi mbak indonesia tolak naik ppn,"['hmi', 'mbak', 'indonesia', 'tolak', 'naik', 'ppn']",-3,0
69,81, jangan ajari kami mengurangi makan beras premium pajak  sudah cukup untuk mengurangi makan gak premium saja pupuk dan pestisida nya kena ppn  belum lagi telur dan ikan yang harga naik tajam gak usah potong lambung kami sudah potong uang makan,jangan ajari kami mengurangi makan beras premium pajak sudah cukup untuk mengurangi makan tidak premium saja pupuk dan pestisida nya kena ppn belum lagi telur dan ikan yang harga naik tajam tidak usah potong lambung kami sudah potong uang makan,"['ajari', 'mengurangi', 'makan', 'beras', 'premium', 'pajak', 'mengurangi', 'makan', 'premium', 'pupuk', 'pestisida', 'nya', 'kena', 'ppn', 'telur', 'ikan', 'harga', 'tajam', 'potong', 'lambung', 'potong', 'uang', 'makan']","['ajari', 'mengurangi', 'makan', 'beras', 'premium', 'pajak', 'mengurangi', 'makan', 'premium', 'pupuk', 'pestisida', 'nya', 'kena', 'ppn', 'telur', 'ikan', 'harga', 'tajam', 'potong', 'lambung', 'potong', 'uang', 'makan']",ajar kurang makan beras premium pajak kurang makan premium pupuk pestisida nya kena ppn telur ikan harga tajam potong lambung potong uang makan,"['ajar', 'kurang', 'makan', 'beras', 'premium', 'pajak', 'kurang', 'makan', 'premium', 'pupuk', 'pestisida', 'nya', 'kena', 'ppn', 'telur', 'ikan', 'harga', 'tajam', 'potong', 'lambung', 'potong', 'uang', 'makan']",-7,0
70,82, ppn  mendukung pengurangan ketimpangan ekonomi ,ppn mendukung pengurangan ketimpangan ekonomi,"['ppn', 'mendukung', 'pengurangan', 'ketimpangan', 'ekonomi']","['ppn', 'mendukung', 'pengurangan', 'ketimpangan', 'ekonomi']",ppn dukung kurang timpang ekonomi,"['ppn', 'dukung', 'kurang', 'timpang', 'ekonomi']",-3,0
71,83, ppn  untuk mendanai proyek ramah lingkungan ,ppn untuk mendanai proyek ramah lingkungan,"['ppn', 'mendanai', 'proyek', 'ramah', 'lingkungan']","['ppn', 'mendanai', 'proyek', 'ramah', 'lingkungan']",ppn dana proyek ramah lingkung,"['ppn', 'dana', 'proyek', 'ramah', 'lingkung']",6,1
72,84, ppn  mendukung peningkatan inovasi  sektor kesehatan ,ppn mendukung peningkatan inovasi sektor kesehatan,"['ppn', 'mendukung', 'peningkatan', 'inovasi', 'sektor', 'kesehatan']","['ppn', 'mendukung', 'peningkatan', 'inovasi', 'sektor', 'kesehatan']",ppn dukung tingkat inovasi sektor sehat,"['ppn', 'dukung', 'tingkat', 'inovasi', 'sektor', 'sehat']",12,1
73,85, ppn  mendukung stabilitas sosial dan ekonomi ,ppn mendukung stabilitas sosial dan ekonomi,"['ppn', 'mendukung', 'stabilitas', 'sosial', 'ekonomi']","['ppn', 'mendukung', 'stabilitas', 'sosial', 'ekonomi']",ppn dukung stabilitas sosial ekonomi,"['ppn', 'dukung', 'stabilitas', 'sosial', 'ekonomi']",12,1
74,86, ppn  membantu mempercepat urbanisasi yang sehat ,ppn membantu mempercepat urbanisasi yang sehat,"['ppn', 'membantu', 'mempercepat', 'urbanisasi', 'sehat']","['ppn', 'membantu', 'mempercepat', 'urbanisasi', 'sehat']",ppn bantu cepat urbanisasi sehat,"['ppn', 'bantu', 'cepat', 'urbanisasi', 'sehat']",2,1
75,87, dengan ppn  kita dorong indonesia menuju pembangunan yang lebih ramah lingkungan ,dengan ppn kita dorong indonesia menuju pembangunan yang lebih ramah lingkungan,"['ppn', 'dorong', 'indonesia', 'pembangunan', 'ramah', 'lingkungan']","['ppn', 'dorong', 'indonesia', 'pembangunan', 'ramah', 'lingkungan']",ppn dorong indonesia bangun ramah lingkung,"['ppn', 'dorong', 'indonesia', 'bangun', 'ramah', 'lingkung']",2,1
76,88, peningkatan ppn  akan membawa dampak positif pada sektor kesehatan ,peningkatan ppn akan membawa dampak positif pada sektor kesehatan,"['peningkatan', 'ppn', 'membawa', 'dampak', 'positif', 'sektor', 'kesehatan']","['peningkatan', 'ppn', 'membawa', 'dampak', 'positif', 'sektor', 'kesehatan']",tingkat ppn bawa dampak positif sektor sehat,"['tingkat', 'ppn', 'bawa', 'dampak', 'positif', 'sektor', 'sehat']",3,1
77,89, gunanya  beretorika apaan emg akan membantu org   terdampak ppn  ini kah ,gunanya beretorika apa memang akan membantu orang terdampak ppn ini kah,"['gunanya', 'beretorika', 'membantu', 'orang', 'terdampak', 'ppn', 'kah']","['gunanya', 'beretorika', 'membantu', 'orang', 'terdampak', 'ppn', 'kah']",guna retorika bantu orang dampak ppn kah,"['guna', 'retorika', 'bantu', 'orang', 'dampak', 'ppn', 'kah']",-3,0
78,90, kayanya harus direset pabrik ini,kayaknya harus direset pabrik ini,"['kayaknya', 'direset', 'pabrik']","['kayaknya', 'direset', 'pabrik']",kayak direset pabrik,"['kayak', 'direset', 'pabrik']",-3,0
79,91, biasanya bahas jgn ucapkan natal atau split bill skrg kondom kalian tau  ini apa pengalihan isu dari ppn  dan kasus penembakan gamma ,biasanya bahas jangan ucapkan natal atau split bill sekarang kondom kalian tahu ini apa pengalihan isu dari ppn dan kasus penembakan gamma,"['bahas', 'ucapkan', 'natal', 'split', 'bill', 'kondom', 'pengalihan', 'isu', 'ppn', 'penembakan', 'gamma']","['bahas', 'ucapkan', 'natal', 'split', 'bill', 'kondom', 'pengalihan', 'isu', 'ppn', 'penembakan', 'gamma']",bahas ucap natal split bill kondom alih isu ppn tembak gamma,"['bahas', 'ucap', 'natal', 'split', 'bill', 'kondom', 'alih', 'isu', 'ppn', 'tembak', 'gamma']",-5,0
80,92, dengan ppn  kita dorong pembangunan yang lebih merata  seluruh wilayah ,dengan ppn kita dorong pembangunan yang lebih merata seluruh wilayah,"['ppn', 'dorong', 'pembangunan', 'merata', 'wilayah']","['ppn', 'dorong', 'pembangunan', 'merata', 'wilayah']",ppn dorong bangun rata wilayah,"['ppn', 'dorong', 'bangun', 'rata', 'wilayah']",-3,0
81,93, dengan ppn  kita ciptakan indonesia yang lebih mandiri dan sejahtera ,dengan ppn kita ciptakan indonesia yang lebih mandiri dan sejahtera,"['ppn', 'ciptakan', 'indonesia', 'mandiri', 'sejahtera']","['ppn', 'ciptakan', 'indonesia', 'mandiri', 'sejahtera']",ppn cipta indonesia mandiri sejahtera,"['ppn', 'cipta', 'indonesia', 'mandiri', 'sejahtera']",-3,0
82,95,bank indonesia  memastikan kalau pembayaran menggunakan qris tidak akan dikenakan pajak pertambahan nilai ppn  dalam unggahan resmi  akun instagram  menegaskan bahwa konsumen tidak akan terbebani oleh pajak ini ppn hanya dikenakan atas barang ,bank indonesia memastikan kalau pembayaran menggunakan qris tidak akan dikenakan pajak pertambahan nilai ppn dalam unggahan resmi akun instagram menegaskan bahwa konsumen tidak akan terbebani oleh pajak ini ppn hanya dikenakan atas barang,"['bank', 'indonesia', 'pembayaran', 'qris', 'dikenakan', 'pajak', 'pertambahan', 'nilai', 'ppn', 'unggahan', 'resmi', 'akun', 'instagram', 'konsumen', 'terbebani', 'pajak', 'ppn', 'dikenakan', 'barang']","['bank', 'indonesia', 'pembayaran', 'qris', 'dikenakan', 'pajak', 'pertambahan', 'nilai', 'ppn', 'unggahan', 'resmi', 'akun', 'instagram', 'konsumen', 'terbebani', 'pajak', 'ppn', 'dikenakan', 'barang']",bank indonesia bayar qris kena pajak tambah nilai ppn unggah resmi akun instagram konsumen beban pajak ppn kena barang,"['bank', 'indonesia', 'bayar', 'qris', 'kena', 'pajak', 'tambah', 'nilai', 'ppn', 'unggah', 'resmi', 'akun', 'instagram', 'konsumen', 'beban', 'pajak', 'ppn', 'kena', 'barang']",-9,0
83,96, kenaikan ppn  mendorong pendapatan negara untuk pembangunan infrastruktur ,kenaikan ppn mendorong pendapatan negara untuk pembangunan infrastruktur,"['kenaikan', 'ppn', 'mendorong', 'pendapatan', 'negara', 'pembangunan', 'infrastruktur']","['kenaikan', 'ppn', 'mendorong', 'pendapatan', 'negara', 'pembangunan', 'infrastruktur']",naik ppn dorong dapat negara bangun infrastruktur,"['naik', 'ppn', 'dorong', 'dapat', 'negara', 'bangun', 'infrastruktur']",1,1
84,97, ppn  meningkatkan kemampuan pemerintah dalam menjalankan program vital ,ppn meningkatkan kemampuan pemerintah dalam menjalankan program vital,"['ppn', 'meningkatkan', 'kemampuan', 'pemerintah', 'menjalankan', 'program', 'vital']","['ppn', 'meningkatkan', 'kemampuan', 'pemerintah', 'menjalankan', 'program', 'vital']",ppn tingkat mampu perintah jalan program vital,"['ppn', 'tingkat', 'mampu', 'perintah', 'jalan', 'program', 'vital']",-5,0
85,98, pembangunan sosial yang lebih baik berkat kenaikan ppn  ,pembangunan sosial yang lebih baik berkat kenaikan ppn,"['pembangunan', 'sosial', 'berkat', 'kenaikan', 'ppn']","['pembangunan', 'sosial', 'berkat', 'kenaikan', 'ppn']",bangun sosial berkat naik ppn,"['bangun', 'sosial', 'berkat', 'naik', 'ppn']",6,1
86,99, investasi infrastruktur lebih optimal berkat ppn  ,investasi infrastruktur lebih optimal berkat ppn,"['investasi', 'infrastruktur', 'optimal', 'berkat', 'ppn']","['investasi', 'infrastruktur', 'optimal', 'berkat', 'ppn']",investasi infrastruktur optimal berkat ppn,"['investasi', 'infrastruktur', 'optimal', 'berkat', 'ppn']",1,1
87,100, ppn  untuk meningkatkan akses  teknologi ,ppn untuk meningkatkan akses teknologi,"['ppn', 'meningkatkan', 'akses', 'teknologi']","['ppn', 'meningkatkan', 'akses', 'teknologi']",ppn tingkat akses teknologi,"['ppn', 'tingkat', 'akses', 'teknologi']",3,1
88,101, pak ini   buat buzzer kaya sedangkan obyek pajak ppn  perbandingan bisa  kalangan mendang mending gobloog nga model gini klo negara mau majekim fokus   orang kaya dong buat pemerataan klo narasinya spt ini,pak ini buat buzzer kayak sedangkan obyek pajak ppn perbandingan bisa kalangan mendang mending gobloog tidak model begini kalau negara mau majekim fokus orang kayak dong buat pemerataan kalau narasinya seperti ini,"['buzzer', 'kayak', 'obyek', 'pajak', 'ppn', 'perbandingan', 'kalangan', 'mendang', 'mending', 'gobloog', 'model', 'negara', 'majekim', 'fokus', 'orang', 'kayak', 'pemerataan', 'narasinya']","['buzzer', 'kayak', 'obyek', 'pajak', 'ppn', 'perbandingan', 'kalangan', 'mendang', 'mending', 'gobloog', 'model', 'negara', 'majekim', 'fokus', 'orang', 'kayak', 'pemerataan', 'narasinya']",buzzer kayak obyek pajak ppn banding kalang dang mending gobloog model negara majekim fokus orang kayak perata narasi,"['buzzer', 'kayak', 'obyek', 'pajak', 'ppn', 'banding', 'kalang', 'dang', 'mending', 'gobloog', 'model', 'negara', 'majekim', 'fokus', 'orang', 'kayak', 'perata', 'narasi']",-8,0
89,102, ppn  mendukung pengembangan sistem transportasi massal ,ppn mendukung pengembangan sistem transportasi massal,"['ppn', 'mendukung', 'pengembangan', 'sistem', 'transportasi', 'massal']","['ppn', 'mendukung', 'pengembangan', 'sistem', 'transportasi', 'massal']",ppn dukung kembang sistem transportasi massal,"['ppn', 'dukung', 'kembang', 'sistem', 'transportasi', 'massal']",3,1
90,103, negara ppn bakal  mah kami kalau kehilangan cukup ikhlakskan saja toh nanti bisa beli tas baru lagi karena rejeki dan akhlak kita sangat besar ,negara ppn bakal mah kami kalau kehilangan cukup ikhlakskan saja toh nanti bisa beli tas baru lagi karena rejeki dan akhlak kita sangat besar,"['negara', 'ppn', 'mah', 'kehilangan', 'ikhlakskan', 'beli', 'tas', 'rejeki', 'akhlak']","['negara', 'ppn', 'mah', 'kehilangan', 'ikhlakskan', 'beli', 'tas', 'rejeki', 'akhlak']",negara ppn mah hilang ikhlakskan beli tas rejeki akhlak,"['negara', 'ppn', 'mah', 'hilang', 'ikhlakskan', 'beli', 'tas', 'rejeki', 'akhlak']",6,1
91,104, ppn  membantu program bantuan sosial bagi yang membutuhkan ,ppn membantu program bantuan sosial bagi yang membutuhkan,"['ppn', 'membantu', 'program', 'bantuan', 'sosial', 'membutuhkan']","['ppn', 'membantu', 'program', 'bantuan', 'sosial', 'membutuhkan']",ppn bantu program bantu sosial butuh,"['ppn', 'bantu', 'program', 'bantu', 'sosial', 'butuh']",-3,0
92,105,diskon tarif listrik   pada januari februari  diberikan pemerintah sebagai stimulus kenaikan ppn dari   menjadi   mulai  januari  ,diskon tarif listrik pada januari februari diberikan pemerintah sebagai stimulus kenaikan ppn dari menjadi mulai januari,"['diskon', 'tarif', 'listrik', 'januari', 'februari', 'pemerintah', 'stimulus', 'kenaikan', 'ppn', 'januari']","['diskon', 'tarif', 'listrik', 'januari', 'februari', 'pemerintah', 'stimulus', 'kenaikan', 'ppn', 'januari']",diskon tarif listrik januari februari perintah stimulus naik ppn januari,"['diskon', 'tarif', 'listrik', 'januari', 'februari', 'perintah', 'stimulus', 'naik', 'ppn', 'januari']",3,1
93,106, dengan ppn  kita bangun sektor ekonomi yang lebih inklusif ,dengan ppn kita bangun sektor ekonomi yang lebih inklusif,"['ppn', 'bangun', 'sektor', 'ekonomi', 'inklusif']","['ppn', 'bangun', 'sektor', 'ekonomi', 'inklusif']",ppn bangun sektor ekonomi inklusif,"['ppn', 'bangun', 'sektor', 'ekonomi', 'inklusif']",-1,0
94,107,eks menag era jokowi bertemu sri mulyani minta ppn   batal ,eks menag era jokowi bertemu sri mulyani minta ppn batal,"['eks', 'menag', 'era', 'jokowi', 'bertemu', 'sri', 'mulyani', 'ppn', 'batal']","['eks', 'menag', 'era', 'jokowi', 'bertemu', 'sri', 'mulyani', 'ppn', 'batal']",eks menag era jokowi temu sri mulyani ppn batal,"['eks', 'menag', 'era', 'jokowi', 'temu', 'sri', 'mulyani', 'ppn', 'batal']",-6,0
95,108,  jokowi setuju kenaikan ppn  karena untuk menambal semua kebocoran anggaran  diakibatkan kebijakan dia sebelumnya,jokowi setuju kenaikan ppn karena untuk menambal semua kebocoran anggaran diakibatkan kebijakan dia sebelumnya,"['jokowi', 'setuju', 'kenaikan', 'ppn', 'menambal', 'kebocoran', 'anggaran', 'diakibatkan', 'kebijakan']","['jokowi', 'setuju', 'kenaikan', 'ppn', 'menambal', 'kebocoran', 'anggaran', 'diakibatkan', 'kebijakan']",jokowi tuju naik ppn tambal bocor anggar akibat bijak,"['jokowi', 'tuju', 'naik', 'ppn', 'tambal', 'bocor', 'anggar', 'akibat', 'bijak']",-4,0
96,109, dengan ppn  kita perkuat sektor energi untuk masa depan indonesia ,dengan ppn kita perkuat sektor energi untuk masa depan indonesia,"['ppn', 'perkuat', 'sektor', 'energi', 'indonesia']","['ppn', 'perkuat', 'sektor', 'energi', 'indonesia']",ppn kuat sektor energi indonesia,"['ppn', 'kuat', 'sektor', 'energi', 'indonesia']",2,1
97,110,secara tidak langsung kai bilang bahwa ppn  bukan kabar gembira  wkwk,secara tidak langsung kai bilang bahwa ppn bukan kabar gembira wkwk,"['langsung', 'kai', 'bilang', 'ppn', 'kabar', 'gembira', 'wkwk']","['langsung', 'kai', 'bilang', 'ppn', 'kabar', 'gembira', 'wkwk']",langsung kai bilang ppn kabar gembira wkwk,"['langsung', 'kai', 'bilang', 'ppn', 'kabar', 'gembira', 'wkwk']",4,1
98,111, dengan ppn  kita lebih kuat menghadapi tantangan pembangunan global ,dengan ppn kita lebih kuat menghadapi tantangan pembangunan global,"['ppn', 'kuat', 'menghadapi', 'tantangan', 'pembangunan', 'global']","['ppn', 'kuat', 'menghadapi', 'tantangan', 'pembangunan', 'global']",ppn kuat hadap tantang bangun global,"['ppn', 'kuat', 'hadap', 'tantang', 'bangun', 'global']",-5,0
99,114, dana dari ppn  bisa memperkuat perekonomian lokal ,dana dari ppn bisa memperkuat perekonomian lokal,"['dana', 'ppn', 'memperkuat', 'perekonomian', 'lokal']","['dana', 'ppn', 'memperkuat', 'perekonomian', 'lokal']",dana ppn kuat ekonomi lokal,"['dana', 'ppn', 'kuat', 'ekonomi', 'lokal']",3,1
100,115, sepupu ipar gue ada dua orang  kerja  djp gue nahan  diri buat  nyindir mereka masalah ppn  pas acara keluarga kemarin ,sepupu ipar saya ada dua orang kerja djp saya nahan diri buat nyindir mereka masalah ppn pas acara keluarga kemarin,"['sepupu', 'ipar', 'orang', 'kerja', 'djp', 'nahan', 'nyindir', 'ppn', 'pas', 'acara', 'keluarga', 'kemarin']","['sepupu', 'ipar', 'orang', 'kerja', 'djp', 'nahan', 'nyindir', 'ppn', 'pas', 'acara', 'keluarga', 'kemarin']",sepupu ipar orang kerja djp nahan nyindir ppn pas acara keluarga kemarin,"['sepupu', 'ipar', 'orang', 'kerja', 'djp', 'nahan', 'nyindir', 'ppn', 'pas', 'acara', 'keluarga', 'kemarin']",3,1
101,116,buktikan dong dengan mengeluarkan perppu rakyat miskin sudah susah apalagi jika ppn naik  ,buktikan dong dengan mengeluarkan perppu rakyat miskin sudah susah apalagi jika ppn naik,"['buktikan', 'mengeluarkan', 'perppu', 'rakyat', 'miskin', 'susah', 'ppn']","['buktikan', 'mengeluarkan', 'perppu', 'rakyat', 'miskin', 'susah', 'ppn']",bukti keluar perppu rakyat miskin susah ppn,"['bukti', 'keluar', 'perppu', 'rakyat', 'miskin', 'susah', 'ppn']",-14,0
102,117, ppn  adalah langkah maju menuju pembangunan yang lebih merata ,ppn adalah langkah maju menuju pembangunan yang lebih merata,"['ppn', 'langkah', 'maju', 'pembangunan', 'merata']","['ppn', 'langkah', 'maju', 'pembangunan', 'merata']",ppn langkah maju bangun rata,"['ppn', 'langkah', 'maju', 'bangun', 'rata']",1,1
103,118,akibat ppn naik   jadi harus multitasking ,akibat ppn naik jadi harus multitasking,"['akibat', 'ppn', 'multitasking']","['akibat', 'ppn', 'multitasking']",akibat ppn multitasking,"['akibat', 'ppn', 'multitasking']",-2,0
